Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
2.749405	22.763184	3.161625	0.000767	0.547220
2.849624	22.864675	3.166629	0.000749	0.547654
2.747836	22.993621	3.171633	0.000768	0.547945
2.710591	23.113706	3.176638	0.000775	0.548281
2.850605	23.161706	3.181642	0.000749	0.548591
2.950861	23.266738	3.186646	0.000730	0.549034
2.909375	23.396472	3.191651	0.000738	0.549395
2.911067	23.491682	3.196655	0.000738	0.549696
2.804515	23.620624	3.201659	0.000757	0.549981
2.871532	23.681292	3.206664	0.000745	0.550247
2.817290	23.809291	3.211668	0.000755	0.550588
2.699412	23.920665	3.216672	0.000777	0.550804
2.912274	23.961440	3.221677	0.000738	0.551171
2.799423	24.099730	3.226681	0.000758	0.551478
2.874577	24.183550	3.231685	0.000745	0.551824
2.842635	24.309055	3.236690	0.000750	0.552181
2.945397	24.382830	3.241694	0.000732	0.552527
2.806337	24.502679	3.246698	0.000757	0.552746
2.854320	24.592701	3.251703	0.000748	0.553081
2.817520	24.697941	3.256707	0.000755	0.553368
2.864386	24.779954	3.261712	0.000746	0.553676
2.816114	24.915499	3.266716	0.000755	0.554045
2.990049	24.967547	3.271720	0.000723	0.554401
3.034594	25.089916	3.276725	0.000715	0.554832
3.034661	25.183148	3.281729	0.000715	0.555122
2.987507	25.309616	3.286733	0.000724	0.555463
2.954995	25.398758	3.291738	0.000730	0.555704
2.918489	25.503838	3.296742	0.000737	0.555989
3.008689	25.585794	3.301746	0.000720	0.556344
2.933810	25.705557	3.306751	0.000734	0.556633
2.970646	25.786350	3.311755	0.000727	0.556924
3.046051	25.898209	3.316759	0.000713	0.557355
2.981125	26.001004	3.321764	0.000725	0.557601
3.023974	26.088337	3.326768	0.000717	0.557919
3.062665	26.183656	3.331772	0.000710	0.558257
3.015169	26.294211	3.336777	0.000719	0.558546
2.916123	26.431449	3.341781	0.000737	0.558860
3.124281	26.466933	3.346785	0.000699	0.559200
3.065372	26.591231	3.351790	0.000710	0.559519
3.005914	26.726451	3.356794	0.000721	0.559870
3.030913	26.794562	3.361798	0.000716	0.560108
3.058414	26.886386	3.366803	0.000711	0.560421
3.163747	26.977616	3.371807	0.000692	0.560819
3.102045	27.113803	3.376811	0.000703	0.561170
3.268434	27.163003	3.381816	0.000672	0.561505
3.309948	27.280111	3.386820	0.000665	0.561910
3.132702	27.436465	3.391825	0.000697	0.562196
3.236100	27.484960	3.396829	0.000678	0.562458
3.167461	27.612798	3.401833	0.000691	0.562775
3.186974	27.699105	3.406838	0.000687	0.563061
3.188872	27.801282	3.411842	0.000687	0.563377
3.207604	27.886079	3.416846	0.000684	0.563657
3.226533	28.008979	3.421851	0.000680	0.564054
3.181326	28.112638	3.426855	0.000688	0.564322
3.206824	28.199794	3.431859	0.000684	0.564616
3.437839	28.247364	3.436864	0.000641	0.565015
3.349434	28.414815	3.441868	0.000658	0.565430
3.340040	28.501838	3.446872	0.000659	0.565685
3.211694	28.641295	3.451877	0.000683	0.565970
3.236240	28.696928	3.456881	0.000678	0.566167
3.238893	28.802469	3.461885	0.000678	0.566492
3.251788	28.911309	3.466890	0.000676	0.566837
3.315494	28.986985	3.471894	0.000664	0.567137
3.286297	29.105681	3.476898	0.000669	0.567467
3.278512	29.203246	3.481903	0.000671	0.567755
3.249089	29.304278	3.486907	0.000676	0.568030
3.298956	29.396633	3.491911	0.000667	0.568365
3.288262	29.511636	3.496916	0.000669	0.568703
3.262051	29.614878	3.501920	0.000674	0.568988
3.354854	29.673561	3.506924	0.000657	0.569267
3.336461	29.808354	3.511929	0.000660	0.569656
3.297228	29.919712	3.516933	0.000667	0.569950
3.327270	30.000775	3.521938	0.000662	0.570229
3.365728	30.100348	3.526942	0.000655	0.570572
3.367726	30.204844	3.531946	0.000654	0.570890
3.236132	30.320040	3.536951	0.000679	0.571096
3.385684	30.386352	3.541955	0.000651	0.571458
3.459083	30.483285	3.546959	0.000638	0.571830
3.315020	30.641633	3.551964	0.000664	0.572153
3.332489	30.707068	3.556968	0.000661	0.572369
3.243742	30.822169	3.561972	0.000677	0.572620
3.189776	30.908320	3.566977	0.000687	0.572822
3.428421	30.960584	3.571981	0.000643	0.573237
3.361002	31.110631	3.576985	0.000656	0.573616
3.508150	31.177283	3.581990	0.000629	0.573975
3.404553	31.332337	3.586994	0.000648	0.574330
3.421547	31.406638	3.591998	0.000645	0.574571
3.567026	31.482020	3.597003	0.000618	0.574955
3.505062	31.613363	3.602007	0.000629	0.575282
3.427155	31.727556	3.607011	0.000643	0.575541
3.519187	31.799256	3.612016	0.000627	0.575855
3.449308	31.917537	3.617020	0.000639	0.576135
3.656200	31.961830	3.622024	0.000601	0.576490
3.657077	32.111928	3.627029	0.000601	0.576940
3.583206	32.229853	3.632033	0.000615	0.577214
3.664663	32.290575	3.637038	0.000600	0.577482
3.424463	32.439070	3.642042	0.000644	0.577669
3.606699	32.493630	3.647046	0.000611	0.578027
3.610532	32.602303	3.652051	0.000610	0.578356
3.581212	32.705064	3.657055	0.000615	0.578631
3.632502	32.799351	3.662059	0.000606	0.578967
3.514614	32.928881	3.667064	0.000628	0.579228
3.658704	33.007862	3.672068	0.000601	0.579617
3.656510	33.098725	3.677072	0.000601	0.579885
3.600157	33.224376	3.682077	0.000612	0.580199
3.569109	33.316741	3.687081	0.000618	0.580441
3.498027	33.429562	3.692085	0.000631	0.580701
3.554639	33.503496	3.697090	0.000620	0.580981
3.536914	33.615096	3.702094	0.000623	0.581293
3.505061	33.719890	3.707098	0.000629	0.581571
3.572683	33.809505	3.712103	0.000617	0.581909
3.633843	33.886135	3.717107	0.000606	0.582201
3.803443	33.976263	3.722111	0.000574	0.582648
3.720084	34.112224	3.727116	0.000590	0.582963
3.776802	34.190730	3.732120	0.000579	0.583255
3.800757	34.316671	3.737124	0.000575	0.583654
3.641978	34.442137	3.742129	0.000604	0.583856
3.626287	34.513644	3.747133	0.000607	0.584051
3.755810	34.592794	3.752137	0.000583	0.584422
3.811026	34.698052	3.757142	0.000573	0.584792
3.824679	34.814264	3.762146	0.000571	0.585149
3.746702	34.924745	3.767151	0.000585	0.585393
3.877438	34.996199	3.772155	0.000561	0.585741
3.692843	35.148069	3.777159	0.000595	0.585994
3.821069	35.198748	3.782164	0.000571	0.586279
3.788651	35.325143	3.787168	0.000577	0.586617
3.873283	35.400080	3.792172	0.000562	0.586926
3.879237	35.502197	3.797177	0.000561	0.587233
3.947318	35.611064	3.802181	0.000548	0.587625
3.775813	35.748049	3.807185	0.000580	0.587847
3.873686	35.798131	3.812190	0.000562	0.588097
3.834516	35.906838	3.817194	0.000569	0.588375
3.887857	36.010508	3.822198	0.000559	0.588735
3.746796	36.144039	3.827203	0.000585	0.588978
3.769511	36.212308	3.832207	0.000581	0.589202
4.002847	36.282629	3.837211	0.000538	0.589653
3.924461	36.411089	3.842216	0.000552	0.589947
3.884963	36.530909	3.847220	0.000560	0.590256
3.750719	36.642399	3.852224	0.000584	0.590442
3.805194	36.714696	3.857229	0.000574	0.590710
3.857674	36.810752	3.862233	0.000565	0.591046
3.846046	36.916135	3.867237	0.000567	0.591341
3.902030	36.998661	3.872242	0.000557	0.591641
4.079615	37.102889	3.877246	0.000524	0.592130
3.986263	37.220408	3.882250	0.000541	0.592376
3.923787	37.330526	3.887255	0.000553	0.592631
4.089142	37.397229	3.892259	0.000522	0.592998
3.928019	37.535882	3.897264	0.000552	0.593234
3.903031	37.630331	3.902268	0.000556	0.593483
4.006429	37.697993	3.907272	0.000537	0.593787
3.923459	37.829334	3.912277	0.000553	0.594082
3.813496	37.948191	3.917281	0.000573	0.594313
3.861046	38.015356	3.922285	0.000564	0.594558
4.046696	38.093747	3.927290	0.000530	0.594979
3.949847	38.228861	3.932294	0.000548	0.595270
3.845399	38.342176	3.937298	0.000567	0.595490
3.906582	38.408808	3.942303	0.000556	0.595747
3.965867	38.506110	3.947307	0.000545	0.596090
4.041238	38.608704	3.952311	0.000531	0.596466
3.808018	38.771339	3.957316	0.000574	0.596695
3.989296	38.786734	3.962320	0.000541	0.596927
3.991298	38.922706	3.967324	0.000540	0.597322
3.837349	39.052036	3.972329	0.000569	0.597537
3.898405	39.113683	3.977333	0.000557	0.597778
4.187010	39.137733	3.982337	0.000504	0.598146
4.134420	39.326085	3.987342	0.000514	0.598635
4.208751	39.412603	3.992346	0.000500	0.598961
4.054632	39.543919	3.997350	0.000529	0.599181
4.222317	39.600920	4.002355	0.000498	0.599518
4.143523	39.728386	4.007359	0.000512	0.599804
4.181226	39.819978	4.012363	0.000505	0.600106
4.155676	39.940210	4.017368	0.000510	0.600426
4.030193	40.042363	4.022372	0.000533	0.600590
4.217577	40.103028	4.027377	0.000499	0.600957
4.083248	40.232179	4.032381	0.000524	0.601190
4.158762	40.327316	4.037385	0.000510	0.601541
4.238567	40.402812	4.042390	0.000495	0.601840
4.295910	40.499227	4.047394	0.000484	0.602175
4.360717	40.620024	4.052398	0.000473	0.602588
4.450458	40.680274	4.057403	0.000456	0.602853
4.434542	40.828996	4.062407	0.000459	0.603262
4.332870	40.951559	4.067411	0.000478	0.603509
4.352450	41.027312	4.072416	0.000474	0.603746
4.297666	41.137899	4.077420	0.000484	0.604006
4.271804	41.222972	4.082424	0.000489	0.604222
4.390483	41.312405	4.087429	0.000467	0.604599
4.441706	41.409014	4.092433	0.000458	0.604927
4.380075	41.529170	4.097437	0.000469	0.605207
4.380939	41.632078	4.102442	0.000469	0.605502
4.462041	41.710844	4.107446	0.000454	0.605809
4.286940	41.857786	4.112450	0.000486	0.606049
4.387817	41.920652	4.117455	0.000468	0.606331
4.383682	42.023371	4.122459	0.000468	0.606619
4.239696	42.168713	4.127463	0.000495	0.606886
4.330651	42.207719	4.132468	0.000478	0.607090
4.383417	42.324357	4.137472	0.000468	0.607475
4.467374	42.396780	4.142476	0.000453	0.607766
4.545015	42.502237	4.147481	0.000439	0.608145
4.558439	42.615568	4.152485	0.000436	0.608480
4.559163	42.727402	4.157490	0.000436	0.608798
4.597449	42.822669	4.162494	0.000429	0.609107
4.503935	42.950168	4.167498	0.000446	0.609374
4.445574	43.035867	4.172503	0.000457	0.609557
4.520041	43.127033	4.177507	0.000443	0.609891
4.434850	43.238788	4.182511	0.000459	0.610121
4.447576	43.326546	4.187516	0.000457	0.610382
4.527680	43.426798	4.192520	0.000442	0.610747
4.538541	43.515097	4.197524	0.000440	0.611007
4.529512	43.633173	4.202529	0.000442	0.611332
4.372664	43.754914	4.207533	0.000471	0.611517
4.472345	43.824180	4.212537	0.000452	0.611813
4.552759	43.917981	4.217542	0.000437	0.612159
4.625377	44.007399	4.222546	0.000424	0.612485
4.635942	44.121764	4.227550	0.000422	0.612818
4.551589	44.236690	4.232555	0.000438	0.613056
4.479543	44.347965	4.237559	0.000451	0.613297
4.485676	44.440482	4.242563	0.000450	0.613564
4.377053	44.545331	4.247568	0.000470	0.613749
4.423034	44.628631	4.252572	0.000461	0.614030
4.520907	44.714691	4.257576	0.000443	0.614370
4.528546	44.825997	4.262581	0.000442	0.614691
4.564002	44.935734	4.267585	0.000435	0.615035
4.400526	45.061411	4.272590	0.000466	0.615223
4.349020	45.146224	4.277594	0.000475	0.615409
4.472140	45.215217	4.282598	0.000452	0.615727
4.382904	45.352806	4.287603	0.000469	0.616023
4.587412	45.398303	4.292607	0.000431	0.616355
4.616649	45.502217	4.297611	0.000426	0.616676
4.708921	45.622667	4.302616	0.000409	0.617105
4.620502	45.746827	4.307620	0.000425	0.617364
4.516101	45.864771	4.312624	0.000444	0.617589
4.684295	45.899188	4.317629	0.000413	0.617854
4.513851	46.037130	4.322633	0.000445	0.618069
4.683035	46.119224	4.327637	0.000414	0.618467
4.650099	46.233831	4.332642	0.000420	0.618754
4.607525	46.342301	4.337646	0.000428	0.619014
4.691994	46.413226	4.342650	0.000412	0.619297
4.642250	46.544165	4.347655	0.000421	0.619612
4.729921	46.625096	4.352659	0.000405	0.619925
4.745738	46.730796	4.357663	0.000402	0.620235
4.734874	46.832621	4.362668	0.000404	0.620508
4.776521	46.923609	4.367672	0.000397	0.620802
4.867888	47.022924	4.372676	0.000380	0.621169
4.786301	47.166913	4.377681	0.000395	0.621488
4.816741	47.228683	4.382685	0.000389	0.621690
4.689994	47.359766	4.387689	0.000413	0.621928
4.874304	47.402478	4.392694	0.000379	0.622230
4.804671	47.540634	4.397698	0.000391	0.622544
4.808607	47.645681	4.402703	0.000391	0.622839
4.716775	47.742191	4.407707	0.000408	0.623015
4.776159	47.827851	4.412711	0.000397	0.623312
4.850782	47.922505	4.417716	0.000383	0.623648
4.654432	48.070248	4.422720	0.000419	0.623862
4.825352	48.119366	4.427724	0.000388	0.624167
4.781814	48.236847	4.432729	0.000396	0.624449
4.852777	48.333273	4.437733	0.000383	0.624786
4.815176	48.436183	4.442737	0.000390	0.625033
4.892838	48.528229	4.447742	0.000375	0.625364
4.893210	48.635842	4.452746	0.000375	0.625662
4.907518	48.744801	4.457750	0.000373	0.625976
4.852541	48.842822	4.462755	0.000383	0.626192
4.803665	48.948322	4.467759	0.000392	0.626435
4.820632	49.034547	4.472763	0.000389	0.626689
4.814841	49.150418	4.477768	0.000390	0.627003
4.942775	49.214189	4.482772	0.000366	0.627305
4.931353	49.342569	4.487776	0.000368	0.627647
4.876939	49.439046	4.492781	0.000378	0.627858
4.996911	49.516007	4.497785	0.000356	0.628188
5.080582	49.616748	4.502789	0.000341	0.628547
5.134632	49.730275	4.507794	0.000331	0.628912
5.061704	49.850695	4.512798	0.000344	0.629171
5.073994	49.937101	4.517802	0.000342	0.629420
5.124466	50.034616	4.522807	0.000333	0.629737
5.061961	50.150729	4.527811	0.000344	0.629994
5.016628	50.258378	4.532816	0.000353	0.630245
4.844954	50.367919	4.537820	0.000384	0.630376
5.067682	50.410887	4.542824	0.000343	0.630712
5.034951	50.543536	4.547829	0.000349	0.631043
5.011077	50.663438	4.552833	0.000354	0.631348
5.150503	50.709479	4.557837	0.000328	0.631610
4.993618	50.855296	4.562842	0.000357	0.631855
5.043086	50.948906	4.567846	0.000348	0.632159
5.019152	51.047404	4.572850	0.000352	0.632405
4.992408	51.158152	4.577855	0.000357	0.632681
5.010133	51.229698	4.582859	0.000354	0.632894
5.195540	51.293907	4.587863	0.000320	0.633250
5.220203	51.434782	4.592868	0.000315	0.633658
5.046195	51.586038	4.597872	0.000347	0.633900
4.977117	51.660945	4.602876	0.000360	0.634037
4.931967	51.748809	4.607881	0.000368	0.634232
4.906610	51.865490	4.612885	0.000373	0.634525
5.077650	51.904314	4.617889	0.000342	0.634797
5.070120	52.042929	4.622894	0.000343	0.635167
5.146202	52.127513	4.627898	0.000329	0.635471
5.154370	52.246220	4.632902	0.000327	0.635801
5.196382	52.328568	4.637907	0.000320	0.636066
5.213349	52.441718	4.642911	0.000317	0.636389
5.055527	52.575432	4.647915	0.000346	0.636599
5.085655	52.644235	4.652920	0.000340	0.636815
5.349547	52.701239	4.657924	0.000292	0.637225
5.277737	52.861398	4.662929	0.000305	0.637589
5.266199	52.942360	4.667933	0.000307	0.637797
5.286374	53.022174	4.672937	0.000303	0.638033
5.306346	53.134980	4.677942	0.000300	0.638357
5.365331	53.239862	4.682946	0.000289	0.638698
5.201539	53.381287	4.687950	0.000319	0.638922
5.215810	53.449698	4.692955	0.000316	0.639121
5.168599	53.554516	4.697959	0.000325	0.639358
5.198814	53.647327	4.702963	0.000319	0.639638
5.231724	53.740870	4.707968	0.000313	0.639922
5.244373	53.852677	4.712972	0.000311	0.640236
5.352504	53.918896	4.717976	0.000291	0.640519
5.186634	54.089433	4.722981	0.000322	0.640818
5.145078	54.149779	4.727985	0.000329	0.640941
5.376236	54.211989	4.732989	0.000287	0.641331
5.148335	54.383929	4.737994	0.000329	0.641575
5.270791	54.429524	4.742998	0.000306	0.641815
5.236777	54.548813	4.748002	0.000313	0.642103
5.325585	54.650271	4.753007	0.000296	0.642462
5.370010	54.732283	4.758011	0.000288	0.642725
5.459140	54.822581	4.763015	0.000272	0.643053
5.311261	54.968971	4.768020	0.000299	0.643304
5.197665	55.077033	4.773024	0.000320	0.643485
5.248200	55.139718	4.778028	0.000310	0.643701
5.392114	55.226827	4.783033	0.000284	0.644073
5.376600	55.345830	4.788037	0.000287	0.644377
5.407239	55.443437	4.793042	0.000281	0.644668
5.226649	55.588379	4.798046	0.000314	0.644883
5.199125	55.663968	4.803050	0.000320	0.645059
5.412658	55.713522	4.808055	0.000280	0.645396
5.317465	55.861280	4.813059	0.000298	0.645700
5.312263	55.949014	4.818063	0.000299	0.645930
5.369579	56.043268	4.823068	0.000288	0.646236
5.305558	56.167526	4.828072	0.000300	0.646507
5.354238	56.241116	4.833076	0.000291	0.646750
5.494532	56.325416	4.838081	0.000265	0.647109
5.523632	56.448633	4.843085	0.000260	0.647466
5.337321	56.580104	4.848089	0.000294	0.647638
5.569098	56.622260	4.853094	0.000252	0.647972
5.512643	56.741675	4.858098	0.000262	0.648236
5.424134	56.874667	4.863102	0.000278	0.648506
5.412413	56.957288	4.868107	0.000280	0.648715
5.482914	57.034103	4.873111	0.000267	0.648986
5.323127	57.182076	4.878115	0.000297	0.649228
5.422523	57.251976	4.883120	0.000279	0.649508
5.431807	57.351374	4.888124	0.000277	0.649781
5.645002	57.403130	4.893128	0.000238	0.650121
5.553316	57.575543	4.898133	0.000255	0.650492
5.477057	57.660764	4.903137	0.000269	0.650646
5.408894	57.768317	4.908142	0.000281	0.650867
5.398263	57.857781	4.913146	0.000283	0.651094
5.570190	57.936854	4.918150	0.000251	0.651466
5.492974	58.055088	4.923155	0.000266	0.651707
5.496425	58.162785	4.928159	0.000265	0.651995
5.509546	58.250965	4.933163	0.000263	0.652241
5.455796	58.370328	4.938168	0.000273	0.652506
5.606405	58.427738	4.943172	0.000245	0.652801
5.406348	58.584135	4.948176	0.000282	0.653025
5.393699	58.660677	4.953181	0.000284	0.653215
5.614779	58.711273	4.958185	0.000243	0.653558
5.454184	58.883870	4.963189	0.000273	0.653862
5.520267	58.953800	4.968194	0.000261	0.654109
5.457147	59.055676	4.973198	0.000272	0.654318
5.429210	59.164433	4.978202	0.000278	0.654579
5.434987	59.250474	4.983207	0.000276	0.654811
5.436653	59.363589	4.988211	0.000276	0.655111
5.613646	59.432353	4.993215	0.000244	0.655459
5.530081	59.569246	4.998220	0.000259	0.655741
5.530876	59.652039	5.003224	0.000259	0.655960
5.462024	59.774236	5.008228	0.000272	0.656216
5.586976	59.837980	5.013233	0.000249	0.656502
5.567479	59.960148	5.018237	0.000252	0.656805
5.585633	60.057827	5.023241	0.000249	0.657078
5.716386	60.128978	5.028246	0.000225	0.657388
5.708923	60.262510	5.033250	0.000226	0.657732
5.674517	60.376749	5.038255	0.000232	0.657999
5.628320	60.449436	5.043259	0.000241	0.658147
5.607740	60.557288	5.048263	0.000245	0.658410
5.492026	60.684029	5.053268	0.000266	0.658634
5.607710	60.749579	5.058272	0.000245	0.658914
5.376472	60.891854	5.063276	0.000287	0.659070
5.586625	60.936192	5.068281	0.000249	0.659383
5.592153	61.048435	5.073285	0.000248	0.659682
5.661015	61.147619	5.078289	0.000235	0.660006
5.570453	61.271793	5.083294	0.000252	0.660247
5.546019	61.373217	5.088298	0.000256	0.660489
5.526878	61.463083	5.093302	0.000260	0.660706
5.532909	61.558678	5.098307	0.000259	0.660961
5.537832	61.661912	5.103311	0.000258	0.661235
5.715620	61.725866	5.108315	0.000225	0.661568
5.607066	61.882421	5.113320	0.000245	0.661876
5.728275	61.944830	5.118324	0.000223	0.662151
5.641542	62.074324	5.123328	0.000239	0.662408
5.675513	62.160239	5.128333	0.000232	0.662664
5.834761	62.222930	5.133337	0.000203	0.662975
5.681760	62.376184	5.138341	0.000231	0.663232
5.648255	62.475198	5.143346	0.000237	0.663459
5.667502	62.555603	5.148350	0.000234	0.663686
5.722568	62.653193	5.153354	0.000224	0.663991
5.559268	62.786593	5.158359	0.000254	0.664186
5.659032	62.867384	5.163363	0.000236	0.664488
5.564949	62.967158	5.168368	0.000253	0.664660
5.620385	63.062920	5.173372	0.000243	0.664960
5.779630	63.134486	5.178376	0.000213	0.665294
5.774507	63.266311	5.183381	0.000214	0.665631
5.689117	63.364883	5.188385	0.000230	0.665808
5.780208	63.464803	5.193389	0.000213	0.666151
5.694453	63.569115	5.198394	0.000229	0.666342
5.952219	63.623136	5.203398	0.000182	0.666721
5.887582	63.771111	5.208402	0.000194	0.667044
5.889979	63.865466	5.213407	0.000193	0.667291
5.902166	63.959548	5.218411	0.000191	0.667545
5.876592	64.076051	5.223415	0.000196	0.667823
6.060616	64.124070	5.228420	0.000162	0.668117
5.940883	64.278831	5.233424	0.000184	0.668406
5.986961	64.353248	5.238428	0.000175	0.668641
6.038048	64.451973	5.243433	0.000166	0.668943
5.935891	64.602133	5.248437	0.000185	0.669236
5.890153	64.673290	5.253441	0.000193	0.669378
5.832214	64.784318	5.258446	0.000204	0.669611
5.826420	64.862589	5.263450	0.000205	0.669807
6.013852	64.942770	5.268454	0.000170	0.670187
5.922770	65.076557	5.273459	0.000187	0.670447
