Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
30.312820	77.678411	62.518178	-0.004207	0.722834
30.272351	78.067651	62.523182	-0.004200	0.723728
30.327469	78.457638	62.528187	-0.004210	0.724704
30.426925	78.849907	62.533191	-0.004228	0.725722
30.358303	79.278035	62.538195	-0.004215	0.726682
30.304969	79.691958	62.543200	-0.004206	0.727619
30.489550	80.035528	62.548204	-0.004239	0.728589
30.595900	80.456110	62.553208	-0.004259	0.729675
30.581361	80.878561	62.558213	-0.004256	0.730661
30.687607	81.278910	62.563217	-0.004276	0.731695
30.660316	81.694544	62.568221	-0.004271	0.732652
30.647142	82.085531	62.573226	-0.004268	0.733562
30.815523	82.459566	62.578230	-0.004299	0.734582
30.745103	82.908493	62.583234	-0.004286	0.735577
30.676743	83.319218	62.588239	-0.004274	0.736483
30.706754	83.706483	62.593243	-0.004279	0.737415
30.674777	84.101247	62.598247	-0.004273	0.738312
30.767810	84.491247	62.603252	-0.004291	0.739300
30.773984	84.923927	62.608256	-0.004292	0.740315
30.620870	85.346933	62.613260	-0.004263	0.741173
30.843553	85.683283	62.618265	-0.004304	0.742141
30.753010	86.119143	62.623269	-0.004288	0.743078
30.894655	86.503619	62.628274	-0.004314	0.744088
30.714216	86.947443	62.633278	-0.004281	0.744968
30.837555	87.324344	62.638282	-0.004303	0.745942
30.735623	87.747382	62.643287	-0.004285	0.746836
30.799779	88.138102	62.648291	-0.004296	0.747791
30.942035	88.502234	62.653295	-0.004322	0.748748
30.937453	88.946612	62.658300	-0.004322	0.749768
30.983960	89.350721	62.663304	-0.004330	0.750736
31.012658	89.668629	62.668308	-0.004335	0.751490

30.956353	89.811541	62.673313	-0.004325	0.751772
30.951897	89.841400	62.678317	-0.004324	0.751837
31.065883	89.865054	62.683321	-0.004345	0.751984
31.020862	89.933982	62.688326	-0.004337	0.752105
31.048642	89.949632	62.693330	-0.004342	0.752164
30.946480	90.017251	62.698334	-0.004323	0.752236
30.922524	90.054866	62.703339	-0.004319	0.752302
30.855997	90.100354	62.708343	-0.004307	0.752352
31.110395	90.085807	62.713347	-0.004353	0.752527
31.042880	90.170898	62.718352	-0.004341	0.752667
30.986264	90.225354	62.723356	-0.004331	0.752745
31.042426	90.224603	62.728360	-0.004341	0.752789
31.098293	90.266757	62.733365	-0.004351	0.752932
31.047884	90.349150	62.738369	-0.004342	0.753079
31.091835	90.353513	62.743374	-0.004350	0.753125
31.135928	90.401224	62.748378	-0.004358	0.753271
31.152334	90.440629	62.753382	-0.004361	0.753374
31.212840	90.466559	62.758387	-0.004372	0.753483
31.154788	90.535979	62.763391	-0.004361	0.753595
31.324154	90.530147	62.768395	-0.004393	0.753719
31.295870	90.631819	62.773400	-0.004387	0.753929
31.174906	90.674439	62.778404	-0.004365	0.753928
31.170264	90.682588	62.783408	-0.004364	0.753943
31.275559	90.704069	62.788413	-0.004384	0.754078
31.131195	90.779214	62.793417	-0.004357	0.754132
31.052651	90.837942	62.798421	-0.004343	0.754202
31.121991	90.852177	62.803426	-0.004355	0.754291
31.037088	90.899603	62.808430	-0.004340	0.754330
31.097643	90.915442	62.813434	-0.004351	0.754416
31.081828	90.964261	62.818439	-0.004348	0.754515
31.101878	91.011212	62.823443	-0.004352	0.754639
31.214504	91.029518	62.828447	-0.004372	0.754772
31.198344	91.083772	62.833452	-0.004369	0.754883
31.199037	91.123928	62.838456	-0.004369	0.754975
31.278118	91.179465	62.843460	-0.004384	0.755167
31.181649	91.219320	62.848465	-0.004366	0.755179
31.292220	91.230513	62.853469	-0.004387	0.755295
31.160744	91.310422	62.858473	-0.004362	0.755370
31.230425	91.322308	62.863478	-0.004375	0.755454
31.245754	91.388369	62.868482	-0.004378	0.755618
31.175341	91.409503	62.873487	-0.004365	0.755608
31.277632	91.436699	62.878491	-0.004384	0.755754
31.256235	91.488371	62.883495	-0.004380	0.755854
31.218579	91.540275	62.888500	-0.004373	0.755942
31.371289	91.558715	62.893504	-0.004401	0.756109
31.086400	91.641780	62.898508	-0.004349	0.756066
31.277653	91.642482	62.903513	-0.004384	0.756223
31.290840	91.680101	62.908517	-0.004386	0.756320
31.287139	91.732848	62.913521	-0.004386	0.756437
31.376943	91.748386	62.918526	-0.004402	0.756546
31.408281	91.816028	62.923530	-0.004408	0.756726
31.335782	91.863942	62.928534	-0.004394	0.756776
31.451790	91.875598	62.933539	-0.004416	0.756897
31.364198	91.948242	62.938543	-0.004400	0.756991
31.258506	91.983011	62.943547	-0.004380	0.756984
31.244039	92.035467	62.948552	-0.004378	0.757092
31.271948	92.056857	62.953556	-0.004383	0.757164
31.176395	92.109137	62.958560	-0.004365	0.757205
31.221815	92.111445	62.963565	-0.004373	0.757247
31.244322	92.189571	62.968569	-0.004378	0.757443
31.258043	92.215249	62.973573	-0.004380	0.757513
31.317299	92.241477	62.978578	-0.004391	0.757621
31.293300	92.301347	62.983582	-0.004387	0.757738
31.268206	92.345610	62.988586	-0.004382	0.757818
31.373064	92.349526	62.993591	-0.004401	0.757912
31.303659	92.443883	62.998595	-0.004388	0.758071
31.427671	92.429837	63.003600	-0.004411	0.758139
31.374792	92.492842	63.008604	-0.004402	0.758240
31.372146	92.540234	63.013608	-0.004401	0.758345
31.533686	92.548282	63.018613	-0.004431	0.758495
31.398334	92.631939	63.023617	-0.004406	0.758575
31.361898	92.681351	63.028621	-0.004399	0.758658
31.341503	92.701987	63.033626	-0.004395	0.758688
31.340326	92.725926	63.038630	-0.004395	0.758742
31.412314	92.782868	63.043634	-0.004408	0.758930
31.208247	92.853641	63.048639	-0.004371	0.758925
31.215704	92.850482	63.053643	-0.004372	0.758924
31.223599	92.892851	63.058647	-0.004374	0.759027
31.335493	92.928657	63.063652	-0.004394	0.759199
31.356057	92.974216	63.068656	-0.004398	0.759319
31.322243	93.013833	63.073660	-0.004392	0.759382
31.265776	93.076128	63.078665	-0.004381	0.759477
31.178221	93.119323	63.083669	-0.004365	0.759505
31.309223	93.131562	63.088673	-0.004389	0.759638
31.218591	93.175169	63.093678	-0.004373	0.759664
31.243721	93.227586	63.098682	-0.004377	0.759803
31.272379	93.264733	63.103686	-0.004383	0.759911
31.185109	93.309654	63.108691	-0.004366	0.759942
31.264203	93.337175	63.113695	-0.004381	0.760069
31.419891	93.352723	63.118699	-0.004410	0.760230
31.359263	93.428549	63.123704	-0.004398	0.760353
31.358169	93.467332	63.128708	-0.004398	0.760440
31.370162	93.496808	63.133713	-0.004400	0.760517
31.396986	93.543632	63.138717	-0.004405	0.760645
31.465215	93.558257	63.143721	-0.004418	0.760733
31.438513	93.651957	63.148726	-0.004413	0.760924
31.356283	93.649263	63.153730	-0.004398	0.760851
31.289202	93.724749	63.158734	-0.004386	0.760968
31.164384	93.773375	63.163739	-0.004363	0.760978
31.235352	93.760023	63.168743	-0.004376	0.761005
31.201352	93.854151	63.173747	-0.004369	0.761191
31.243214	93.856346	63.178752	-0.004377	0.761229
31.045370	93.927642	63.183756	-0.004341	0.761231
31.290742	93.907666	63.188760	-0.004386	0.761384
31.298461	93.979311	63.193765	-0.004387	0.761553
31.330909	94.024724	63.198769	-0.004393	0.761682
31.397576	94.063627	63.203773	-0.004405	0.761824
31.302656	94.116684	63.208778	-0.004388	0.761867
31.509427	94.109292	63.213782	-0.004426	0.762017
31.450927	94.203753	63.218786	-0.004415	0.762184
31.293356	94.258169	63.223791	-0.004386	0.762180
31.300349	94.262309	63.228795	-0.004387	0.762195
31.285986	94.312674	63.233799	-0.004385	0.762297
31.543583	94.301779	63.238804	-0.004432	0.762481
31.584576	94.363287	63.243808	-0.004440	0.762653
31.489089	94.447922	63.248812	-0.004422	0.762767
31.450803	94.483082	63.253817	-0.004415	0.762816
31.565979	94.486046	63.258821	-0.004436	0.762916
31.468078	94.565588	63.263826	-0.004418	0.763017
31.466832	94.592723	63.268830	-0.004418	0.763077
31.473828	94.642356	63.273834	-0.004419	0.763195
31.384565	94.671650	63.278839	-0.004403	0.763189
31.398916	94.702893	63.283843	-0.004406	0.763271
31.504914	94.729215	63.288847	-0.004425	0.763416
31.448719	94.777961	63.293852	-0.004415	0.763481
31.516480	94.833823	63.298856	-0.004427	0.763662
31.454797	94.882117	63.303860	-0.004416	0.763721
31.458826	94.906290	63.308865	-0.004416	0.763779
31.385180	94.967802	63.313869	-0.004403	0.763859
31.470332	94.978735	63.318873	-0.004419	0.763952
31.349059	95.061351	63.323878	-0.004396	0.764041
31.419774	95.044753	63.328882	-0.004409	0.764060
31.359003	95.128123	63.333886	-0.004398	0.764200
31.424124	95.158108	63.338891	-0.004410	0.764320
31.331801	95.197752	63.343895	-0.004393	0.764335
31.263782	95.237889	63.348899	-0.004381	0.764371
31.453764	95.252784	63.353904	-0.004415	0.764557
31.346351	95.313682	63.358908	-0.004396	0.764608
31.349246	95.353574	63.363912	-0.004396	0.764700
31.309308	95.388201	63.368917	-0.004389	0.764746
31.337137	95.444460	63.373921	-0.004394	0.764896
31.387835	95.466525	63.378926	-0.004403	0.764986
31.334989	95.505901	63.383930	-0.004394	0.765033
31.408775	95.565176	63.388934	-0.004407	0.765226
31.372534	95.593480	63.393939	-0.004400	0.765260
31.381297	95.632145	63.398943	-0.004402	0.765354
31.300655	95.680854	63.403947	-0.004387	0.765399
31.237563	95.725763	63.408952	-0.004376	0.765450
31.276955	95.758606	63.413956	-0.004383	0.765556
31.459265	95.761616	63.418960	-0.004416	0.765709
31.266786	95.862472	63.423965	-0.004381	0.765781
31.377326	95.868787	63.428969	-0.004401	0.765884
31.478507	95.891403	63.433973	-0.004420	0.766017
31.552839	95.941134	63.438978	-0.004434	0.766188
31.401224	96.029657	63.443982	-0.004406	0.766266
31.741340	95.988037	63.448986	-0.004468	0.766445
31.827915	96.045894	63.453991	-0.004484	0.766645
31.659388	96.140120	63.458995	-0.004453	0.766722
31.742428	96.165870	63.463999	-0.004468	0.766846
31.730737	96.181776	63.469004	-0.004466	0.766873
31.632833	96.248748	63.474008	-0.004448	0.766945
31.757400	96.272648	63.479012	-0.004471	0.767099
31.683137	96.319369	63.484017	-0.004457	0.767144
31.843739	96.337377	63.489021	-0.004487	0.767313
31.862871	96.409282	63.494025	-0.004491	0.767490
31.826620	96.439717	63.499030	-0.004484	0.767530
31.862639	96.469032	63.504034	-0.004490	0.767625
31.888396	96.513676	63.509039	-0.004495	0.767745
31.835129	96.571401	63.514043	-0.004485	0.767833
31.717218	96.611132	63.519047	-0.004464	0.767827
31.923872	96.605773	63.524052	-0.004502	0.767981
31.847935	96.696950	63.529056	-0.004488	0.768125
31.777276	96.740987	63.534060	-0.004475	0.768167
31.928166	96.727398	63.539065	-0.004502	0.768257
31.972724	96.784532	63.544069	-0.004511	0.768421
31.961241	96.831458	63.549073	-0.004509	0.768518
31.930213	96.887965	63.554078	-0.004503	0.768620
31.828847	96.936081	63.559082	-0.004484	0.768646
31.842101	96.972983	63.564086	-0.004487	0.768740
31.746670	97.008797	63.569091	-0.004469	0.768744
31.872911	97.025308	63.574095	-0.004492	0.768882
31.719067	97.104622	63.579099	-0.004464	0.768937
31.797123	97.106227	63.584104	-0.004478	0.769003
31.884828	97.165927	63.589108	-0.004494	0.769207
31.940278	97.182039	63.594112	-0.004505	0.769287
31.865375	97.251452	63.599117	-0.004491	0.769383
31.948528	97.269701	63.604121	-0.004506	0.769491
31.939005	97.324897	63.609125	-0.004504	0.769607
31.864517	97.384329	63.614130	-0.004491	0.769680
31.775533	97.412416	63.619134	-0.004474	0.769672
31.885974	97.431258	63.624138	-0.004495	0.769803
31.902805	97.485262	63.629143	-0.004498	0.769937
31.902052	97.514413	63.634147	-0.004497	0.770002
31.959866	97.563434	63.639152	-0.004508	0.770158
32.105122	97.576833	63.644156	-0.004535	0.770304
32.014424	97.645906	63.649160	-0.004518	0.770386
31.995126	97.704021	63.654165	-0.004515	0.770501
32.027641	97.731996	63.659169	-0.004521	0.770589
32.132644	97.737930	63.664173	-0.004540	0.770687
31.972477	97.826280	63.669178	-0.004510	0.770756

31.953657	97.744166	63.674182	-0.004507	0.770558
32.094414	97.387539	63.679186	-0.004533	0.769871
32.032645	96.986950	63.684191	-0.004521	0.768923
32.068591	96.546762	63.689195	-0.004528	0.767963
32.038571	96.114639	63.694199	-0.004522	0.766967
32.009233	95.666462	63.699204	-0.004517	0.765934
32.040836	95.198038	63.704208	-0.004523	0.764904
31.862542	94.798896	63.709212	-0.004490	0.763859
31.870702	94.361877	63.714217	-0.004492	0.762877
31.906695	93.889200	63.719221	-0.004498	0.761836
31.850025	93.468571	63.724225	-0.004488	0.760837
31.870762	92.997274	63.729230	-0.004492	0.759784
31.891466	92.560809	63.734234	-0.004495	0.758809
31.828179	92.150910	63.739238	-0.004484	0.757824
31.756459	91.693381	63.744243	-0.004471	0.756723
31.816345	91.228265	63.749247	-0.004482	0.755710
31.822821	90.798903	63.754251	-0.004483	0.754735
31.670419	90.378297	63.759256	-0.004455	0.753648
31.675745	89.936388	63.764260	-0.004456	0.752639
31.654232	89.474628	63.769265	-0.004452	0.751562
31.636527	89.037198	63.774269	-0.004448	0.750542
31.566581	88.588435	63.779273	-0.004436	0.749452
31.522037	88.161387	63.784278	-0.004427	0.748431
31.392982	87.748569	63.789282	-0.004404	0.747373
31.438070	87.246528	63.794286	-0.004412	0.746249
31.415138	86.817913	63.799291	-0.004408	0.745239
31.619057	86.349237	63.804295	-0.004445	0.744321
31.506166	85.953884	63.809299	-0.004424	0.743310
31.546592	85.510190	63.814304	-0.004432	0.742313
31.494127	85.037399	63.819308	-0.004422	0.741169
31.518829	84.621877	63.824312	-0.004427	0.740222
31.424095	84.172176	63.829317	-0.004409	0.739093
31.284731	83.766877	63.834321	-0.004384	0.738030
31.346302	83.291824	63.839325	-0.004395	0.736970
31.327001	82.841559	63.844330	-0.004391	0.735898
31.366827	82.390697	63.849334	-0.004399	0.734873
31.341133	81.968208	63.854338	-0.004394	0.733859
31.217131	81.542764	63.859343	-0.004371	0.732753
31.285572	81.076209	63.864347	-0.004384	0.731711
31.273721	80.638380	63.869351	-0.004382	0.730668
31.322669	80.171593	63.874356	-0.004391	0.729606
31.213863	79.779796	63.879360	-0.004371	0.728586
31.211784	79.317404	63.884364	-0.004370	0.727488
31.183295	78.862018	63.889369	-0.004365	0.726383
31.215753	78.415104	63.894373	-0.004371	0.725348
31.066110	78.008732	63.899378	-0.004343	0.724253
31.223589	77.528338	63.904382	-0.004372	0.723242
31.096662	77.116959	63.909386	-0.004349	0.722151
30.933103	76.687657	63.914391	-0.004319	0.720984
31.077865	76.191836	63.919395	-0.004345	0.719920
30.797274	75.817049	63.924399	-0.004294	0.718781
31.029118	75.323039	63.929404	-0.004336	0.717793
30.908673	74.892606	63.934408	-0.004314	0.716653
31.020305	74.433125	63.939412	-0.004335	0.715642
30.829278	74.031420	63.944417	-0.004300	0.714508
30.926980	73.555422	63.949421	-0.004318	0.713442
30.884698	73.126368	63.954425	-0.004310	0.712366
30.820088	72.696021	63.959430	-0.004298	0.711267
30.884874	72.227997	63.964434	-0.004310	0.710186
30.922359	71.784316	63.969438	-0.004317	0.709140
30.823600	71.387052	63.974443	-0.004299	0.708086
30.827950	70.912646	63.979447	-0.004299	0.706933
30.927516	70.439186	63.984451	-0.004318	0.705863
30.757879	70.059107	63.989456	-0.004287	0.704785
30.625746	69.616636	63.994460	-0.004262	0.703584
30.657439	69.152310	63.999464	-0.004268	0.702472
30.746109	68.690453	64.004469	-0.004284	0.701415
30.786674	68.245763	64.009473	-0.004292	0.700355
30.732697	67.829997	64.014478	-0.004282	0.699282
30.735333	67.381001	64.019482	-0.004282	0.698176
30.641474	66.962525	64.024486	-0.004265	0.697057
30.626723	66.487936	64.029491	-0.004262	0.695868
30.429472	66.093198	64.034495	-0.004226	0.694713
30.411833	65.614609	64.039499	-0.004223	0.693508
30.473310	65.167301	64.044504	-0.004234	0.692448
30.282493	64.760463	64.049508	-0.004199	0.691263
30.435985	64.261737	64.054512	-0.004227	0.690154
30.432822	63.839148	64.059517	-0.004227	0.689093
30.545687	63.373973	64.064521	-0.004247	0.688029
30.476309	62.973123	64.069525	-0.004235	0.686960
30.524918	62.501565	64.074530	-0.004244	0.685818
30.539657	62.076915	64.079534	-0.004246	0.684762
30.487271	61.639507	64.084538	-0.004237	0.683611
30.346793	61.226624	64.089543	-0.004211	0.682441
30.231740	60.772316	64.094547	-0.004190	0.681187
30.255541	60.313831	64.099551	-0.004194	0.680046
30.186126	59.874885	64.104556	-0.004181	0.678868
30.113216	59.447969	64.109560	-0.004168	0.677715
30.129596	58.993179	64.114564	-0.004171	0.676571
30.168785	58.524655	64.119569	-0.004178	0.675410
30.178305	58.082824	64.124573	-0.004180	0.674289
30.287330	57.635206	64.129577	-0.004200	0.673242
30.236460	57.216647	64.134582	-0.004190	0.672121
30.166342	56.777844	64.139586	-0.004177	0.670929
30.309891	56.308314	64.144591	-0.004204	0.669852
30.131232	55.913231	64.149595	-0.004171	0.668669
30.262669	55.441469	64.154599	-0.004195	0.667571
29.976328	55.054698	64.159604	-0.004143	0.666306
30.111458	54.535711	64.164608	-0.004167	0.665085
30.162431	54.115552	64.169612	-0.004177	0.664041
30.040359	53.698923	64.174617	-0.004154	0.662844
29.948758	53.268146	64.179621	-0.004137	0.661636
29.893564	52.795899	64.184625	-0.004127	0.660351
29.811692	52.374003	64.189630	-0.004112	0.659171
29.934458	51.896315	64.194634	-0.004135	0.658034
29.916238	51.478771	64.199638	-0.004131	0.656921
29.726554	51.061358	64.204643	-0.004097	0.655645
29.814475	50.570765	64.209647	-0.004113	0.654435
29.715659	50.169409	64.214651	-0.004094	0.653282
29.752968	49.709413	64.219656	-0.004101	0.652101
29.697353	49.267452	64.224660	-0.004091	0.650877
29.724997	48.820741	64.229664	-0.004096	0.649718
29.601253	48.398685	64.234669	-0.004073	0.648478
29.663122	47.936746	64.239673	-0.004085	0.647306
29.735124	47.480698	64.244677	-0.004098	0.646158
29.574333	47.070696	64.249682	-0.004068	0.644908
29.596307	46.614623	64.254686	-0.004072	0.643707
29.538447	46.186512	64.259690	-0.004062	0.642503
29.576138	45.721008	64.264695	-0.004069	0.641287
29.764317	45.246787	64.269699	-0.004103	0.640191
29.467700	44.893778	64.274704	-0.004049	0.638952
29.588881	44.395360	64.279708	-0.004071	0.637722
29.480416	43.991208	64.284712	-0.004051	0.636522
29.468271	43.523028	64.289717	-0.004049	0.635239
29.480715	43.079228	64.294721	-0.004051	0.634044
29.413047	42.632216	64.299725	-0.004039	0.632760
29.352224	42.220596	64.304730	-0.004028	0.631577
29.359300	41.757850	64.309734	-0.004029	0.630318
29.402302	41.299607	64.314738	-0.004037	0.629104
29.248295	40.898620	64.319743	-0.004008	0.627851
29.254672	40.430385	64.324747	-0.004010	0.626569
29.279338	39.974257	64.329751	-0.004014	0.625336
29.371728	39.527367	64.334756	-0.004031	0.624193
29.193076	39.149366	64.339760	-0.003998	0.622969
29.231171	38.658097	64.344764	-0.004005	0.621645
29.033927	38.248741	64.349769	-0.003969	0.620310
29.037720	37.790044	64.354773	-0.003970	0.619037
29.042581	37.339420	64.359777	-0.003970	0.617784
29.096701	36.891112	64.364782	-0.003980	0.616584
29.167032	36.441715	64.369786	-0.003993	0.615396
28.904491	36.041102	64.374790	-0.003945	0.614007
29.128792	35.545416	64.379795	-0.003986	0.612838
29.080869	35.127774	64.384799	-0.003977	0.611612
29.025437	34.703590	64.389803	-0.003967	0.610358
28.919761	34.261102	64.394808	-0.003948	0.608998
28.928720	33.808122	64.399812	-0.003949	0.607722
29.026568	33.342615	64.404817	-0.003967	0.606498
28.942441	32.938367	64.409821	-0.003952	0.605261
28.995447	32.465642	64.414825	-0.003962	0.603965
28.878590	32.058581	64.419830	-0.003940	0.602681
28.795952	31.630799	64.424834	-0.003925	0.601370
28.718331	31.165955	64.429838	-0.003911	0.599954
28.709955	30.718428	64.434843	-0.003909	0.598657
28.687644	30.277421	64.439847	-0.003905	0.597361
28.850500	29.792477	64.444851	-0.003935	0.596127
28.754795	29.408471	64.449856	-0.003917	0.594914
28.718816	28.950999	64.454860	-0.003911	0.593548
28.636423	28.534133	64.459864	-0.003896	0.592249
28.635694	28.066546	64.464869	-0.003895	0.590884
28.697894	27.603088	64.469873	-0.003907	0.589593
28.678544	27.176713	64.474877	-0.003903	0.588324
28.557695	26.772095	64.479882	-0.003881	0.587008
28.608665	26.281192	64.484886	-0.003890	0.585617
28.596897	25.855015	64.489890	-0.003888	0.584347
28.609332	25.405544	64.494895	-0.003891	0.583031
28.504538	25.006487	64.499899	-0.003871	0.581737
28.666280	24.501476	64.504903	-0.003901	0.580409
28.404363	24.136389	64.509908	-0.003853	0.579042
28.409174	23.662688	64.514912	-0.003854	0.577634
28.407639	23.203029	64.519916	-0.003853	0.576257
28.466616	22.757062	64.524921	-0.003864	0.574983
28.445160	22.327227	64.529925	-0.003860	0.573668
28.339319	21.904129	64.534930	-0.003841	0.572279
28.383644	21.441858	64.539934	-0.003849	0.570931
28.342263	21.000411	64.544938	-0.003841	0.569550
28.208868	20.582851	64.549943	-0.003817	0.568138
28.206318	20.127891	64.554947	-0.003816	0.566751
28.410200	19.638785	64.559951	-0.003854	0.565483
28.142766	19.273471	64.564956	-0.003805	0.564074
28.028386	18.831449	64.569960	-0.003784	0.562594
28.109536	18.331743	64.574964	-0.003799	0.561148
28.140445	17.909909	64.579969	-0.003804	0.559883
28.057910	17.478766	64.584973	-0.003789	0.558461
28.215219	17.008685	64.589977	-0.003818	0.557181
27.947672	16.629541	64.594982	-0.003769	0.555707
27.921083	16.160005	64.599986	-0.003764	0.554217
27.817015	15.731884	64.604990	-0.003745	0.552766
27.837347	15.253936	64.609995	-0.003748	0.551294
27.836611	14.814995	64.614999	-0.003748	0.549917
27.843432	14.377358	64.620003	-0.003750	0.548550
27.773530	13.956848	64.625008	-0.003737	0.547146
27.738894	13.513139	64.630012	-0.003730	0.545705
27.585988	13.081927	64.635016	-0.003702	0.544165
27.745758	12.584892	64.640021	-0.003732	0.542769
27.666531	12.181834	64.645025	-0.003717	0.541395
27.613254	11.747256	64.650030	-0.003707	0.539946
27.710900	11.270882	64.655034	-0.003725	0.538534
27.569699	10.873218	64.660038	-0.003699	0.537095
27.560564	10.420351	64.665043	-0.003697	0.535627
27.651688	9.994244	64.670047	-0.003714	0.534358

27.597369	9.908738	64.675051	-0.003704	0.534018
27.472150	10.138529	64.680056	-0.003681	0.534615
27.729595	10.411565	64.685060	-0.003728	0.535794
27.703925	10.828665	64.690064	-0.003724	0.537106
27.681269	11.238585	64.695069	-0.003720	0.538396
27.549813	11.671369	64.700073	-0.003695	0.539631
27.772369	12.028095	64.705077	-0.003736	0.541025
27.772548	12.452814	64.710082	-0.003736	0.542378
27.715226	12.869049	64.715086	-0.003726	0.543636
27.714755	13.288852	64.720090	-0.003726	0.544967
27.764353	13.681969	64.725095	-0.003735	0.546266
27.749197	14.101935	64.730099	-0.003732	0.547575
27.841003	14.475156	64.735103	-0.003749	0.548853
27.956909	14.890495	64.740108	-0.003770	0.550288
27.976041	15.305294	64.745112	-0.003774	0.551609
27.985375	15.722043	64.750116	-0.003775	0.552922
27.870564	16.157737	64.755121	-0.003754	0.554152
27.973810	16.535728	64.760125	-0.003773	0.555443
27.992736	16.942249	64.765129	-0.003777	0.556726
28.050129	17.338002	64.770134	-0.003787	0.558015
27.843107	17.796446	64.775138	-0.003749	0.559202
28.024761	18.154482	64.780143	-0.003783	0.560507
28.020716	18.581831	64.785147	-0.003782	0.561817
27.968108	18.977792	64.790151	-0.003772	0.562974
27.888932	19.408237	64.795156	-0.003758	0.564205
27.962124	19.806716	64.800160	-0.003771	0.565503
27.987065	20.209870	64.805164	-0.003776	0.566759
28.134288	20.583776	64.810169	-0.003803	0.568057
28.067449	21.027506	64.815173	-0.003790	0.569331
28.085411	21.432312	64.820177	-0.003794	0.570577
28.111970	21.847710	64.825182	-0.003799	0.571860
28.150629	22.228810	64.830186	-0.003806	0.573051
28.250201	22.634986	64.835190	-0.003824	0.574381
28.246219	23.054673	64.840195	-0.003823	0.575636
28.287656	23.474675	64.845199	-0.003831	0.576938
28.281800	23.872972	64.850203	-0.003830	0.578122
28.391913	24.260469	64.855208	-0.003850	0.579396
28.355334	24.713945	64.860212	-0.003843	0.580706
28.490872	25.070978	64.865216	-0.003868	0.581910
28.423957	25.517032	64.870221	-0.003856	0.583161
28.478306	25.901700	64.875225	-0.003866	0.584355
28.412333	26.336608	64.880229	-0.003854	0.585569
28.320062	26.764066	64.885234	-0.003837	0.586730
28.451495	27.113260	64.890238	-0.003861	0.587895
28.475455	27.541800	64.895242	-0.003865	0.589177
28.496666	27.942013	64.900247	-0.003869	0.590370
28.520792	28.361283	64.905251	-0.003874	0.591620
28.515039	28.772927	64.910256	-0.003873	0.592813
28.452229	29.177887	64.915260	-0.003861	0.593926
28.567996	29.579932	64.920264	-0.003882	0.595213
28.641420	29.972699	64.925269	-0.003896	0.596427
28.610219	30.420323	64.930273	-0.003890	0.597689
28.652777	30.783116	64.935277	-0.003898	0.598779
28.619785	31.225937	64.940282	-0.003892	0.600021
28.511267	31.643103	64.945286	-0.003872	0.601108
28.473617	32.058719	64.950290	-0.003865	0.602261
28.759346	32.372647	64.955295	-0.003917	0.603453
28.709159	32.840492	64.960299	-0.003908	0.604738
28.680040	33.271851	64.965303	-0.003903	0.605938
28.743905	33.654260	64.970308	-0.003915	0.607092
28.781436	34.053279	64.975312	-0.003921	0.608263
28.711315	34.483693	64.980316	-0.003909	0.609412
28.735609	34.887523	64.985321	-0.003913	0.610579
28.778622	35.279783	64.990325	-0.003921	0.611730
28.747109	35.696239	64.995329	-0.003915	0.612872
28.730799	36.110868	65.000334	-0.003912	0.614023
28.891533	36.488607	65.005338	-0.003942	0.615245
28.801110	36.925694	65.010342	-0.003925	0.616379
28.912456	37.319520	65.015347	-0.003945	0.617592
29.058346	37.696406	65.020351	-0.003972	0.618790
29.078254	38.130022	65.025355	-0.003976	0.620018
28.995967	38.586461	65.030360	-0.003961	0.621206
28.998855	38.958010	65.035364	-0.003961	0.622240
28.858812	39.380935	65.040369	-0.003936	0.623273
29.108368	39.730931	65.045373	-0.003981	0.624489
29.233031	40.159857	65.050377	-0.004004	0.625796
29.130233	40.601215	65.055382	-0.003985	0.626911
29.107464	41.006893	65.060386	-0.003981	0.628004
29.113111	41.395041	65.065390	-0.003982	0.629076
29.311578	41.774137	65.070395	-0.004019	0.630309
29.308396	42.221191	65.075399	-0.004018	0.631529
29.308903	42.625856	65.080403	-0.004018	0.632635
29.327229	43.023821	65.085408	-0.004022	0.633737
29.225380	43.454259	65.090412	-0.004003	0.634809
29.328112	43.843207	65.095416	-0.004022	0.635966
29.401755	44.228691	65.100421	-0.004035	0.637082
29.339618	44.669013	65.105425	-0.004024	0.638214
29.394971	45.074887	65.110429	-0.004034	0.639364
29.529402	45.437651	65.115434	-0.004059	0.640472
29.610664	45.863227	65.120438	-0.004074	0.641696
29.556528	46.312243	65.125442	-0.004064	0.642851
29.525291	46.701276	65.130447	-0.004058	0.643864
29.551731	47.106564	65.135451	-0.004063	0.644975
29.505947	47.522396	65.140455	-0.004054	0.646043
29.606551	47.912066	65.145460	-0.004073	0.647179
29.645773	48.311178	65.150464	-0.004080	0.648280
29.740159	48.731215	65.155468	-0.004097	0.649487
29.636343	49.157124	65.160473	-0.004078	0.650519
29.713906	49.543932	65.165477	-0.004093	0.651618
29.690453	49.957346	65.170482	-0.004088	0.652690
29.694137	50.359369	65.175486	-0.004089	0.653756
29.486108	50.821905	65.180490	-0.004051	0.654779
29.624169	51.160915	65.185495	-0.004076	0.655802
29.655738	51.581903	65.190499	-0.004082	0.656939
